Route,Store,Day,Total_Qty,Range,N_Products,Products
Stockholm Södra,Myway Södra Station,Tuesday,34.0,21~40,20,Baguette/Salami & Brieost: 1 | Fralla/Ost & Skinka: 3 | Fralla/Ost: 2 | Glutenfri Frallor/Glutenfri Ost & Skinka(endast söndagsbeställning): 1 | Glutenfri Frallor/Glutenfri Pumpafralla Kalkon & Färskost(endast söndagsbeställning): 1 | Hönökaka/Ost & Salami: 4 | Hönökaka/Ost & Skinka: 5 | Hönökaka/Ost: 4 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 1 | Sandwich/Kyckling Pestoröra: 1 | Sandwich/Räkor: 1 | Sandwich/Ägg & Avocadokräm: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 1 | XL Frallor/Grovfralla Kalkon & Färskost: 2 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 1
Stockholm Södra,Odicho Livs,Tuesday,1.0,0~1,1,XL Frallor/Grovfralla Kalkon & Färskost: 1
Stockholm Södra,Coop Centralen,Wednesday,64.0,54~75,10,Baguette/Ost & Skinka: 5 | Baguette/Salami & Brieost: 8 | Baguette/Skagen: 2 | Glutenfri Frallor/Glutenfri Ost & Skinka(endast söndagsbeställning): 2 | Glutenfri Frallor/Glutenfri Pumpafralla Kalkon & Färskost(endast söndagsbeställning): 2 | Hönökaka/Ost & Salami: 11 | Hönökaka/Ost & Skinka: 11 | Hönökaka/Ost: 8 | XL Frallor/Grovfralla Kalkon & Färskost: 7 | XL Frallor/Ost & Skinka: 8
Stockholm Södra,Coop Hagastaden,Wednesday,5.0,1~5,5,Fralla/Ost & Skinka: 1 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Wraps/Kyckling Curry: 1
Stockholm Södra,Coop HÖTORGET,Wednesday,24.0,21~29,21,Fralla/Ost & Skinka: 2 | Fralla/Ost: 1 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 2 | Hönökaka/Ost: 2 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling kebab: 1 | Pastasallad/Kyckling mangocurry: 1 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 1 | Sandwich/Räkor: 1 | Sandwich/Ägg & Avocadokräm: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 1 | Wraps/Kycklingsallad Olivie: 1 | Wraps/Sweet Chili: 1 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 1
Stockholm Södra,Coop Medborgarplatsen,Wednesday,1.0,0~1,1,Fralla/Ost & Skinka: 1
Stockholm Södra,Coop Nytorgsgatan,Wednesday,1.0,0~1,1,Fralla/Ost & Skinka: 1
Stockholm Södra,Coop Odengatan,Wednesday,10.0,7~10,10,Fralla/Ost & Skinka: 1 | Fralla/Ost: 1 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 1
Stockholm Södra,Coop Odenplan,Wednesday,6.0,4~6,6,Fralla/Ost & Skinka: 1 | Fralla/Ost: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Curry: 1 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1
Stockholm Södra,Coop Renstierna,Wednesday,5.0,4~5,5,Fralla/Ost & Skinka: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 1
Stockholm Södra,Coop Rådhuset,Wednesday,8.0,6~8,8,Fralla/Ost & Skinka: 1 | Fralla/Ost: 1 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Kyckling mangocurry: 1 | Wraps/Kycklingsallad Olivie: 1 | XL Frallor/Ost & Skinka: 1
Stockholm Södra,Coop Sveavägen,Wednesday,21.0,19~24,17,Baguette/Kyckling Sweet Chili: 1 | Baguette/Ost & Skinka: 1 | Baguette/Salami & Brieost: 1 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 2 | Fralla/Ost: 1 | Hönökaka/Ost & Salami: 2 | Hönökaka/Ost & Skinka: 2 | Hönökaka/Ost: 2 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling kebab: 1 | Pastasallad/Kyckling mangocurry: 1 | Sandwich/Räkor: 1 | Wraps/Caesar Kyckling: 1 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 1
Stockholm Södra,Coop Tomtebogatan,Wednesday,5.0,2~5,5,Fralla/Ost & Skinka: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 1
Stockholm Södra,Coop Zinkensdamm,Wednesday,5.0,4~5,5,Fralla/Ost & Skinka: 1 | Fralla/Ost: 1 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1
Stockholm Södra,Hemköp Matpressen,Wednesday,10.0,6~11,10,Fralla/Ost & Skinka: 1 | Fralla/Ost: 1 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 1 | Wraps/Caesar Kyckling: 1 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1
Stockholm Södra,ICA Birkahallen,Wednesday,2.0,1~2,2,Pastasallad/Kyckling mangocurry: 1 | Wraps/Caesar Kyckling: 1
Stockholm Södra,ICA Fridhemsplan,Wednesday,9.0,4~10,9,Fralla/Ost & Skinka: 1 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 1 | Räkmacka Liten/Räkmacka liten: 1 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1
Stockholm Södra,ICA Högalid,Wednesday,9.0,7~11,9,Fralla/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 1 | Wraps/Kycklingsallad Olivie: 1 | Wraps/Sweet Chili: 1
Stockholm Södra,ICA Sergelstorg,Wednesday,43.0,36~49,17,Baguette/Salami & Brieost: 2 | Fralla/Ost & Skinka: 3 | Fralla/Ost: 2 | Hönökaka/Ost & Salami: 5 | Hönökaka/Ost & Skinka: 7 | Hönökaka/Ost: 7 | Pastasallad/Falafel: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling kebab: 1 | Pastasallad/Kyckling mangocurry: 2 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 1 | Sandwich/Kyckling Pestoröra: 1 | Sandwich/Räkor: 1 | XL Frallor/Grovfralla Kalkon & Färskost: 3 | XL Frallor/Ost & Skinka: 3 | XL Frallor/Ost: 2
Stockholm Södra,ICA Södra Station,Wednesday,17.0,12~17,17,Fralla/Ost & Skinka: 1 | Fralla/Ost: 1 | Grönsallad/Kyckling: 1 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling kebab: 1 | Pastasallad/Kyckling mangocurry: 1 | Sandwich/Bacon & Äggröra: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 1 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 1
Stockholm Södra,Myway Södra Station,Wednesday,8.0,5~10,6,Fralla/Ost & Skinka: 1 | Fralla/Ost: 1 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 2 | Hönökaka/Ost: 2 | XL Frallor/Grovfralla Kalkon & Färskost: 1
Stockholm Södra,Coop Centralen,Thursday,240.79999999999995,201~279,10,Baguette/Ost & Skinka: 20 | Baguette/Salami & Brieost: 29 | Baguette/Skagen: 9 | Glutenfri Frallor/Glutenfri Ost & Skinka(endast söndagsbeställning): 6 | Glutenfri Frallor/Glutenfri Pumpafralla Kalkon & Färskost(endast söndagsbeställning): 6 | Hönökaka/Ost & Salami: 41 | Hönökaka/Ost & Skinka: 41 | Hönökaka/Ost: 29 | XL Frallor/Grovfralla Kalkon & Färskost: 26 | XL Frallor/Ost & Skinka: 32
Stockholm Södra,Coop Hagastaden,Thursday,19.799999999999997,20~29,15,Baguette/Kyckling Sweet Chili: 0 | Baguette/Ost & Skinka: 1 | Baguette/Salami & Brieost: 1 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 1 | Fralla/Ost: 1 | Grönsallad/Kyckling: 1 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Räkmacka Liten/Räkmacka liten: 2 | Wraps/Kyckling Curry: 1 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 1
Stockholm Södra,Coop HÖTORGET,Thursday,94.59999999999997,80~128,32,Baguette/Kyckling Curry: 2 | Baguette/Kyckling Sweet Chili: 1 | Baguette/Ost & Skinka: 0 | Baguette/Salami & Brieost: 2 | Fralla/Ost & Skinka: 5 | Fralla/Ost: 4 | Glutenfri Frallor/Glutenfri Ost(endast söndagsbeställning): 0 | Glutenfri Frallor/Glutenfri Pumpafralla Kalkon & Färskost(endast söndagsbeställning): 0 | Hönökaka/Ost & Salami: 6 | Hönökaka/Ost & Skinka: 6 | Hönökaka/Ost: 6 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Falafel: 1 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling kebab: 1 | Pastasallad/Kyckling mangocurry: 5 | Pastasallad/Ost & Skinka: 2 | Pastasallad/Räkor: 1 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Curry: 1 | Sandwich/Kyckling Pestoröra: 1 | Sandwich/Räkor: 1 | Sandwich/Ägg & Avocadokräm: 1 | Wraps/Caesar Kyckling: 4 | Wraps/Kyckling Bacon: 3 | Wraps/Kyckling Curry: 4 | Wraps/Kycklingsallad Olivie: 4 | Wraps/Sweet Chili: 5 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 4 | XL Frallor/Ost: 3
Stockholm Södra,Coop Medborgarplatsen,Thursday,32.39999999999999,26~40,25,Baguette/Kyckling Sweet Chili: 0 | Baguette/Ost & Skinka: 1 | Baguette/Salami & Brieost: 0 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 1 | Fralla/Ost: 0 | Hönökaka/Ost & Salami: 2 | Hönökaka/Ost & Skinka: 2 | Hönökaka/Ost: 2 | Pastasallad/Kyckling kebab: 1 | Pastasallad/Kyckling mangocurry: 1 | Pastasallad/Räkor: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 0 | Sandwich/Räkor: 1 | Varmrätt/Cevapcici med bulgur: 1 | Varmrätt/Falafel med bulgur: 1 | Varmrätt/Kyckling-och böngryta: 1 | Varmrätt/Kycklingpestosallad: 0 | Varmrätt/Teriyakikycklingfile med basmatiris: 1 | Wraps/Caesar Kyckling: 0 | Wraps/Kyckling Curry: 0 | XL Frallor/Grovfralla Kalkon & Färskost: 0 | XL Frallor/Ost & Skinka: 2 | XL Frallor/Ost: 0
Stockholm Södra,Coop Nytorgsgatan,Thursday,29.799999999999994,23~37,21,Baguette/Kyckling Sweet Chili: 0 | Baguette/Salami & Brieost: 0 | Fralla/Ost & Skinka: 1 | Fralla/Ost: 2 | Hönökaka/Ost & Salami: 2 | Hönökaka/Ost & Skinka: 2 | Hönökaka/Ost: 0 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Kyckling & Salladsost: 0 | Pastasallad/Kyckling kebab: 1 | Pastasallad/Kyckling mangocurry: 1 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Curry: 1 | Sandwich/Kyckling Pestoröra: 1 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Bacon: 0 | Wraps/Kyckling Curry: 2 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 0 | XL Frallor/Ost: 0
Stockholm Södra,Coop Odengatan,Thursday,53.79999999999998,45~81,32,Baguette/Kyckling Curry: 0 | Baguette/Kyckling Sweet Chili: 0 | Baguette/Ost & Skinka: 0 | Baguette/Salami & Brieost: 2 | Baguette/Skagen: 0 | Fralla/Ost & Skinka: 4 | Fralla/Ost: 1 | Glutenfri Frallor/Glutenfri Ost & Skinka(endast söndagsbeställning): 1 | Glutenfri Frallor/Glutenfri Ost(endast söndagsbeställning): 1 | Glutenfri Frallor/Glutenfri Pumpafralla Kalkon & Färskost(endast söndagsbeställning): 0 | Grönsallad/Kyckling: 0 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Bacon & Kyckling: 0 | Pastasallad/Falafel: 1 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling kebab: 1 | Pastasallad/Kyckling mangocurry: 4 | Pastasallad/Ost & Skinka: 2 | Pastasallad/Räkor: 2 | Sandwich/Bacon & Äggröra: 0 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Curry: 0 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 2 | Wraps/Kycklingsallad Olivie: 2 | Wraps/Sweet Chili: 1 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 2
Stockholm Södra,Coop Odenplan,Thursday,31.39999999999999,28~48,21,Baguette/Kyckling Curry: 1 | Baguette/Salami & Brieost: 2 | Fralla/Ost & Skinka: 4 | Fralla/Ost: 1 | Glutenfri Frallor/Glutenfri Ost(endast söndagsbeställning): 0 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 2 | Sandwich/Bacon & Äggröra: 0 | Sandwich/Clubsandwich: 0 | Sandwich/Kyckling Curry: 0 | Sandwich/Räkor: 1 | Varmrätt/Cevapcici med bulgur: 1 | Varmrätt/Kyckling-och böngryta: 1 | Varmrätt/Teriyakikycklingfile med basmatiris: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 1 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 1
Stockholm Södra,Coop Renstierna,Thursday,45.59999999999999,38~60,27,Baguette/Kyckling Curry: 1 | Baguette/Salami & Brieost: 0 | Fralla/Ost & Skinka: 2 | Fralla/Ost: 1 | Glutenfri Frallor/Glutenfri Ost & Skinka(endast söndagsbeställning): 1 | Glutenfri Frallor/Glutenfri Pumpafralla Kalkon & Färskost(endast söndagsbeställning): 1 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Falafel: 2 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling kebab: 1 | Pastasallad/Kyckling mangocurry: 3 | Pastasallad/Ost & Skinka: 2 | Pastasallad/Räkor: 2 | Sandwich/Bacon & Äggröra: 2 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Curry: 0 | Sandwich/Räkor: 0 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 0 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 0 | XL Frallor/Grovfralla Kalkon & Färskost: 2 | XL Frallor/Ost & Skinka: 2 | XL Frallor/Ost: 0
Stockholm Södra,Coop Rådhuset,Thursday,63.59999999999999,48~84,36,Baguette/Kyckling Curry: 2 | Baguette/Kyckling Sweet Chili: 0 | Baguette/Kycklingsallad Olivie: 1 | Baguette/Ost & Skinka: 2 | Baguette/Salami & Brieost: 1 | Baguette/Skagen: 0 | Fralla/Ost & Skinka: 3 | Fralla/Ost: 1 | Glutenfri Frallor/Glutenfri Pumpafralla Kalkon & Färskost(endast söndagsbeställning): 0 | Grönsallad/Kyckling: 2 | Hönökaka/Ost & Salami: 4 | Hönökaka/Ost & Skinka: 4 | Hönökaka/Ost: 2 | Pastasallad/Bacon & Kyckling: 2 | Pastasallad/Falafel: 0 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling kebab: 2 | Pastasallad/Kyckling mangocurry: 4 | Pastasallad/Ost & Skinka: 0 | Pastasallad/Räkor: 0 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Curry: 0 | Sandwich/Räkor: 0 | Sandwich/Ägg & Avocadokräm: 0 | Varmrätt/Cevapcici med bulgur: 1 | Varmrätt/Kyckling-och böngryta: 1 | Varmrätt/Teriyakibiff med ris: 1 | Varmrätt/Teriyakikycklingfile med basmatiris: 1 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Curry: 2 | Wraps/Kycklingsallad Olivie: 1 | Wraps/Sweet Chili: 0 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 2
Stockholm Södra,Coop Sveavägen,Thursday,98.19999999999997,77~123,32,Baguette/Kyckling Curry: 2 | Baguette/Kyckling Sweet Chili: 1 | Baguette/Ost & Skinka: 4 | Baguette/Salami & Brieost: 6 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 6 | Fralla/Ost: 4 | Glutenfri Frallor/Glutenfri Ost(endast söndagsbeställning): 2 | Glutenfri Frallor/Glutenfri Pumpafralla Kalkon & Färskost(endast söndagsbeställning): 0 | Hönökaka/Ost & Salami: 7 | Hönökaka/Ost & Skinka: 7 | Hönökaka/Ost: 6 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Falafel: 1 | Pastasallad/Kyckling & Salladsost: 3 | Pastasallad/Kyckling kebab: 4 | Pastasallad/Kyckling mangocurry: 2 | Pastasallad/Ost & Skinka: 1 | Pastasallad/Räkor: 2 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 2 | Sandwich/Kyckling Pestoröra: 1 | Sandwich/Räkor: 1 | Sandwich/Ägg & Avocadokräm: 2 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 2 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 0 | XL Frallor/Grovfralla Kalkon & Färskost: 5 | XL Frallor/Ost & Skinka: 5 | XL Frallor/Ost: 4
Stockholm Södra,Coop Tomtebogatan,Thursday,33.19999999999999,28~48,22,Baguette/Kyckling Curry: 0 | Baguette/Salami & Brieost: 0 | Fralla/Ost & Skinka: 2 | Fralla/Ost: 2 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Bacon & Kyckling: 0 | Pastasallad/Falafel: 0 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling kebab: 2 | Pastasallad/Kyckling mangocurry: 2 | Pastasallad/Ost & Skinka: 1 | Pastasallad/Räkor: 0 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Curry: 0 | Sandwich/Kyckling Pestoröra: 1 | Sandwich/Räkor: 0 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Bacon: 2 | Wraps/Kyckling Curry: 2 | Wraps/Sweet Chili: 1
Stockholm Södra,Coop Zinkensdamm,Thursday,43.39999999999999,31~54,23,Baguette/Ost & Skinka: 0 | Baguette/Salami & Brieost: 2 | Fralla/Ost & Skinka: 4 | Fralla/Ost: 1 | Glutenfri Frallor/Glutenfri Ost & Skinka(endast söndagsbeställning): 1 | Glutenfri Frallor/Glutenfri Pumpafralla Kalkon & Färskost(endast söndagsbeställning): 1 | Hönökaka/Ost & Salami: 3 | Hönökaka/Ost & Skinka: 3 | Hönökaka/Ost: 4 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Falafel: 0 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling kebab: 2 | Pastasallad/Kyckling mangocurry: 1 | Pastasallad/Ost & Skinka: 0 | Pastasallad/Räkor: 0 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Bacon: 0 | Wraps/Kyckling Curry: 2 | Wraps/Sweet Chili: 0 | XL Frallor/Grovfralla Kalkon & Färskost: 0 | XL Frallor/Ost & Skinka: 2 | XL Frallor/Ost: 2
Stockholm Södra,Hemköp Matpressen,Thursday,68.19999999999999,55~85,33,Baguette/Kyckling Sweet Chili: 2 | Baguette/Kycklingsallad Olivie: 2 | Baguette/Ost & Skinka: 2 | Baguette/Salami & Brieost: 1 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 4 | Fralla/Ost: 1 | Glutenfri Frallor/Glutenfri Pumpafralla Kalkon & Färskost(endast söndagsbeställning): 0 | Grönsallad/Kyckling: 1 | Hönökaka/Ost & Salami: 3 | Hönökaka/Ost & Skinka: 4 | Hönökaka/Ost: 5 | Pastasallad/Bacon & Kyckling: 2 | Pastasallad/Falafel: 2 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling kebab: 1 | Pastasallad/Kyckling mangocurry: 3 | Pastasallad/Ost & Skinka: 0 | Pastasallad/Räkor: 1 | Sandwich/Bacon & Äggröra: 2 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Curry: 2 | Sandwich/Kyckling Pestoröra: 0 | Sandwich/Räkor: 2 | Sandwich/Ägg & Avocadokräm: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 2 | Wraps/Kyckling Curry: 1 | Wraps/Kycklingsallad Olivie: 0 | Wraps/Sweet Chili: 2 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 2
Stockholm Södra,ICA Birkahallen,Thursday,30.59999999999999,23~41,21,Baguette/Ost & Skinka: 1 | Baguette/Salami & Brieost: 0 | Fralla/Ost & Skinka: 2 | Fralla/Ost: 1 | Hönökaka/Ost & Salami: 0 | Hönökaka/Ost & Skinka: 2 | Pastasallad/Bacon & Kyckling: 0 | Pastasallad/Falafel: 0 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling kebab: 2 | Pastasallad/Kyckling mangocurry: 1 | Pastasallad/Ost & Skinka: 0 | Pastasallad/Räkor: 0 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 0 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 2 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 2 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 2
Stockholm Södra,ICA Fridhemsplan,Thursday,53.999999999999986,46~78,33,Baguette/Kyckling Curry: 1 | Baguette/Salami & Brieost: 2 | Baguette/Skagen: 0 | Fralla/Ost & Skinka: 2 | Fralla/Ost: 1 | Glutenfri Frallor/Glutenfri Ost & Skinka(endast söndagsbeställning): 1 | Glutenfri Frallor/Glutenfri Pumpafralla Kalkon & Färskost(endast söndagsbeställning): 0 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Bacon & Kyckling: 0 | Pastasallad/Falafel: 2 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling kebab: 2 | Pastasallad/Kyckling mangocurry: 4 | Pastasallad/Ost & Skinka: 0 | Pastasallad/Räkor: 2 | Räkmacka Liten/Räkmacka liten: 6 | Sandwich/Bacon & Äggröra: 0 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Curry: 0 | Sandwich/Kyckling Pestoröra: 1 | Sandwich/Ägg & Avocadokräm: 0 | Varmrätt/Cevapcici med bulgur: 0 | Varmrätt/Kyckling-och böngryta: 0 | Varmrätt/Teriyakikycklingfile med basmatiris: 1 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Bacon: 0 | Wraps/Kyckling Curry: 2 | Wraps/Sweet Chili: 2 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 1
Stockholm Södra,ICA Högalid,Thursday,58.999999999999986,49~81,32,Baguette/Kyckling Curry: 0 | Baguette/Kyckling Sweet Chili: 0 | Baguette/Ost & Skinka: 2 | Baguette/Salami & Brieost: 1 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 1 | Fralla/Ost: 2 | Glutenfri Frallor/Glutenfri Ost & Skinka(endast söndagsbeställning): 0 | Glutenfri Frallor/Glutenfri Pumpafralla Kalkon & Färskost(endast söndagsbeställning): 0 | Hönökaka/Ost & Salami: 2 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Falafel: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling kebab: 2 | Pastasallad/Kyckling mangocurry: 2 | Pastasallad/Räkor: 1 | Sandwich/Bacon & Äggröra: 0 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Curry: 0 | Sandwich/Kyckling Pestoröra: 0 | Sandwich/Räkor: 2 | Sandwich/Ägg & Avocadokräm: 0 | Wraps/Caesar Kyckling: 4 | Wraps/Kyckling Bacon: 3 | Wraps/Kyckling Curry: 4 | Wraps/Kycklingsallad Olivie: 1 | Wraps/Sweet Chili: 5 | XL Frallor/Grovfralla Kalkon & Färskost: 2 | XL Frallor/Ost & Skinka: 2 | XL Frallor/Ost: 0
Stockholm Södra,ICA Mathörnan,Thursday,29.199999999999992,24~39,22,Baguette/Kyckling Curry: 1 | Baguette/Salami & Brieost: 0 | Fralla/Ost & Skinka: 1 | Fralla/Ost: 2 | Hönökaka/Ost & Salami: 0 | Hönökaka/Ost & Skinka: 2 | Hönökaka/Ost: 0 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling kebab: 0 | Pastasallad/Kyckling mangocurry: 1 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 0 | Sandwich/Kyckling Curry: 0 | Sandwich/Räkor: 1 | Sandwich/Ägg & Avocadokräm: 1 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 2 | Wraps/Sweet Chili: 0 | XL Frallor/Grovfralla Kalkon & Färskost: 0 | XL Frallor/Ost & Skinka: 0 | XL Frallor/Ost: 0
